"","school_district","school_code","school_name","postal_code","school_category","type","city","short_postal_code","health_authority"
"558",36,3636129,"M B Sanford Elementary","V3W7T6","Public School","Standard school","SURREY","V3W","Fraser"
"559",36,3636130,"Maple Green Elementary","V3S7K7","Public School","Standard school","SURREY","V3S","Fraser"
"560",36,3636131,"Hyland Elementary","V3W5J3","Public School","Standard school","SURREY","V3W","Fraser"
"561",36,3636132,"Kennedy Trail Elementary","V3W9P8","Public School","Standard school","SURREY","V3W","Fraser"
"562",36,3636134,"Pacific Heights Elementary","V3S0A4","Public School","Standard school","SURREY","V3S","Fraser"
"563",36,3636136,"Berkshire Park Elementary","V3R1E3","Public School","Standard school","SURREY","V3R","Fraser"
"564",36,3636137,"Panorama Park Elementary","V3X2E8","Public School","Standard school","SURREY","V3X","Fraser"
"565",36,3636138,"North Ridge Elementary","V3X2J2","Public School","Standard school","SURREY","V3X","Fraser"
"566",36,3636139,"Cougar Creek Elementary","V3W4Z8","Public School","Standard school","SURREY","V3W","Fraser"
"567",36,3636140,"Martha Jane Norris Elementary","V3W8Z7","Public School","Standard school","SURREY","V3W","Fraser"
"568",36,3636141,"Fraser Heights Secondary","V4N1M1","Public School","Standard school","SURREY","V4N","Fraser"
"569",36,3636142,"Fraser Wood Elementary","V4N1W8","Public School","Standard school","SURREY","V4N","Fraser"
"570",36,3636143,"Serpentine Heights Elementary","V4N3A2","Public School","Standard school","SURREY","V4N","Fraser"
"571",36,3636144,"Boundary Park Elementary","V3X1Z6","Public School","Standard school","SURREY","V3X","Fraser"
"572",36,3636145,"Woodland Park Elementary","V4N2Y6","Public School","Standard school","SURREY","V4N","Fraser"
"573",36,3636146,"Brookside Elementary","V3W0S6","Public School","Standard school","SURREY","V3W","Fraser"
"574",36,3636147,"Westerman Elementary","V3W1H4","Public School","Standard school","SURREY","V3W","Fraser"
"575",36,3636148,"Chantrell Creek Elementary","V4P2K5","Public School","Standard school","SURREY","V4P","Fraser"
"576",36,3636149,"Sunrise Ridge Elementary","V3S8L8","Public School","Standard school","SURREY","V3S","Fraser"
"577",36,3636150,"Tamanawis Secondary","V3W2A8","Public School","Standard school","SURREY","V3W","Fraser"
"578",36,3636151,"Cambridge Elementary","V3S3H7","Public School","Standard school","SURREY","V3S","Fraser"
"579",36,3636152,"Walnut Road Elementary","V4N0N5","Public School","Standard school","SURREY","V4N","Fraser"
"580",36,3636153,"Adams Road Elementary","V3S9H5","Public School","Standard school","SURREY","V3S","Fraser"
"581",36,3636155,"Coast Meridian Elementary","V4N4T8","Public School","Standard school","SURREY","V4N","Fraser"
"582",36,3636156,"Elgin Park Secondary","V4A2G5","Public School","Standard school","SURREY","V4A","Fraser"
"583",36,3636157,"Coyote Creek Elementary","V3S3R4","Public School","Standard school","SURREY","V3S","Fraser"
"584",36,3636158,"Beaver Creek Elementary","V3W5Y5","Public School","Standard school","SURREY","V3W","Fraser"
"585",36,3636159,"Dogwood Elementary","V4N1K6","Public School","Standard school","SURREY","V4N","Fraser"
"586",36,3636160,"Frost Road Elementary","V4N1B5","Public School","Standard school","SURREY","V4N","Fraser"
"587",36,3636161,"Semiahmoo Trail Elementary","V4P1P8","Public School","Standard school","SURREY","V4P","Fraser"
"588",36,3636162,"Bayridge Elementary","V4A6G7","Public School","Standard school","SURREY","V4A","Fraser"
"589",36,3636164,"Sullivan Heights Secondary","V3X1A1","Public School","Standard school","SURREY","V3X","Fraser"
"590",36,3636165,"Chimney Hill Elementary","V3S8Y8","Public School","Standard school","SURREY","V3S","Fraser"
"591",36,3636167,"Fleetwood Park Secondary","V3S3R3","Public School","Standard school","SURREY","V3S","Fraser"
"592",36,3636170,"Ocean Cliff Elementary","V4A1Y6","Public School","Standard school","SURREY","V4A","Fraser"
"593",36,3636172,"William F. Davidson Elementary","V3R9H5","Public School","Standard school","SURREY","V3R","Fraser"
"594",36,3636173,"Bothwell Elementary School","V4N4N6","Public School","Standard school","SURREY","V4N","Fraser"
"595",36,3636174,"Kirkbride Elementary","V3V1G2","Public School","Standard school","SURREY","V3V","Fraser"
"596",36,3636175,"Clayton Heights Secondary","V4N3G6","Public School","Standard school","SURREY","V4N","Fraser"
"597",36,3636176,"Hillcrest Elementary","V3S8T2","Public School","Standard school","SURREY","V3S","Fraser"
"598",36,3636177,"Grandview Heights Secondary","V3S9V2","Public School","Standard school","SURREY","V3S","Fraser"
"599",36,3636178,"A J McLellan Elementary","V3S5V4","Public School","Standard school","SURREY","V3S","Fraser"
"600",36,3636180,"Douglas Elementary","V3Z9P9","Public School","Standard school","SURREY","V3Z","Fraser"
"601",36,3636183,"Forsyth Road Elementary","V3T4L9","Public School","Standard school","SURREY","V3T","Fraser"
"602",36,3636184,"Maddaugh Elementary","V4N6C6","Public School","Standard school","SURREY","V4N","Fraser"
"603",36,3636186,"Janice Churchill Elementary","V3S3A5","Public School","Standard school","SURREY","V3S","Fraser"
"604",36,3636188,"Morgan Elementary","V3Z9Y7","Public School","Standard school","SURREY","V3Z","Fraser"
"605",36,3636189,"Rosemary Heights Elementary","V3Z0J5","Public School","Standard school","SURREY","V3Z","Fraser"
"606",36,3636201,"Katzie Elementary","V4N6E5","Public School","Standard school","SURREY","V4N","Fraser"
"607",36,3636203,"Hazelgrove Elementary","V4N6E5","Public School","Standard school","SURREY","V4N","Fraser"
"608",36,3636206,"Edgewood Elementary","V3Z9X8","Public School","Standard school","SURREY","V3Z","Fraser"
"609",36,3636211,"Goldstone Park Elementary","V3S3A3","Public School","Standard school","SURREY","V3S","Fraser"
"610",36,3636212,"Woodward Hill Elementary","V3X1C1","Public School","Standard school","SURREY","V3X","Fraser"
"611",36,3636215,"Ecole Salish Secondary","V4N5V2","Public School","Standard school","SURREY","V4N","Fraser"
"612",36,3636218,"Regent Road Elementary","V4N6C2","Public School","Standard school","SURREY","V4N","Fraser"
"613",36,3636232,"Ecole Panorama Ridge Secondary","V3W1X9","Public School","Standard school","SURREY","V3W","Fraser"
"614",36,3636242,"SAIL Secondary","V3V1J7","Public School","Standard school","SURREY","V3V","Fraser"
"615",36,3636246,"Princess Margaret Secondary","V3W2M9","Public School","Standard school","SURREY","V3W","Fraser"
"616",36,3636248,"Kwantlen Park Secondary","V3T3V3","Public School","Standard school","SURREY","V3T","Fraser"
"617",36,3636522,"Continuing Ed SD36 (Queen Elizabeth)","V3V5W4","Public School","Continuing education school","SURREY","V3V","Fraser"
"618",36,3636525,"SD 36 Education Services (Type 1)","V3V0B7","Public School","Standard school","SURREY","V3V","Fraser"
"619",36,3636574,"City Central Learning Centre","V3T2N7","Public School","Standard school","SURREY","V3T","Fraser"
"620",36,3636591,"North Surrey Learning Centre","V3V5Z4","Public School","Standard school","SURREY","V3V","Fraser"
"621",36,3636592,"South Surrey/White Rock Learning Centre","V4A5A5","Public School","Standard school","SURREY","V4A","Fraser"
"622",36,3636593,"Cloverdale Learning Centre","V3S4C6","Public School","Standard school","SURREY","V3S","Fraser"
"623",36,3636594,"Guildford Learning Centre","V3R4H6","Public School","Standard school","SURREY","V3R","Fraser"
"624",36,3636596,"Xw'epiteng Elementary","V3S9R9","Public School","Standard school","Surrey","V3S","Fraser"
"625",36,3696026,"Crescent Heights Academy","V3S1G1","Independent School","Standard school","Surrey","V3S","Fraser"
"626",36,3696075,"Our Lady of Good Counsel","V3T4L5","Independent School","Standard school","SURREY","V3T","Fraser"
"627",36,3696117,"Cloverdale Catholic School","V3S1P3","Independent School","Standard school","SURREY","V3S","Fraser"
"628",36,3696166,"Holy Cross Regional High School","V4N1G3","Independent School","Standard school","SURREY","V4N","Fraser"
"629",36,3696266,"Surrey Christian School","V4N3G1","Independent School","Standard school","SURREY","V4N","Fraser"
"630",36,3696309,"White Rock Christian Academy","V4A4P1","Independent School","Standard school","SURREY","V4A","Fraser"
"631",36,3696321,"Star of the Sea","V4A2H8","Independent School","Standard school","SURREY","V4A","Fraser"
"632",36,3696394,"Pacific Academy","V4N1Z4","Independent School","Standard school","SURREY","V4N","Fraser"
"633",36,3696457,"St Bernadette","V3W9M1","Independent School","Standard school","SURREY","V3W","Fraser"
"634",36,3696476,"Regent Christian Academy","V3S2A6","Independent School","Standard school","SURREY","V3S","Fraser"
"635",36,3696585,"Khalsa Secondary School (Surrey)","V3V0B1","Independent School","Standard school","SURREY","V3V","Fraser"
"636",36,3696596,"Cornerstone Montessori School","V3S2M5","Independent School","Standard school","SURREY","V3S","Fraser"
"637",36,3696602,"Bibleway Christian Academy","V3S7P4","Independent School","Standard school","SURREY","V3S","Fraser"
"638",36,3696610,"Southridge School","V3Z0B7","Independent School","Standard school","SURREY","V3Z","Fraser"
"639",36,3696667,"Iqra School","V3R2V1","Independent School","Standard school","SURREY","V3R","Fraser"
"640",36,3696675,"Surrey Muslim School","V3W0M8","Independent School","Standard school","SURREY","V3W","Fraser"
"641",36,3696720,"Traditional Learning Academy Online","V3S7X1","Independent School","Provincial online learning school","SURREY","V3S","Fraser"
"642",36,3696797,"Sikh Academy","V3W0K8","Independent School","Standard school","SURREY","V3W","Fraser"
"643",36,3696814,"G.A.D. Elementary School","V3W6Y1","Independent School","Standard school","SURREY","V3W","Fraser"
"644",36,3696830,"iLearn Secondary School Society","V3X1H3","Independent School","Provincial online learning school","SURREY","V3X","Fraser"
"645",36,3696866,"St Matthew's Elementary","V4N1G3","Independent School","Standard school","SURREY","V4N","Fraser"
"646",36,3696900,"Honour Secondary School","V3T5B1","Independent School","Standard school","SURREY","V3T","Fraser"
"647",36,3696912,"Gobind Sarvar School","V4N6G7","Independent School","Standard school","SURREY","V4N","Fraser"
"648",36,3696923,"Newbridge Academy","V4A9E3","Independent School","Standard school","SURREY","V4A","Fraser"
"649",36,3696941,"St John Paul II Academy","V4B1P7","Independent School","Standard school","WHITE ROCK","V4B","Fraser"
"650",36,3696947,"Khalsa School Old Yale Road","V3V0B1","Independent School","Standard school","SURREY","V3V","Fraser"
"651",36,3696948,"Khalsa School Newton","V3W3W6","Independent School","Standard school","SURREY","V3W","Fraser"
"652",36,3696972,"Al-Mustafa School","V3X1W6","Independent School","Standard school","SURREY","V3X","Fraser"
"653",36,3696989,"G.N. Sikh Elementary School","V3W3M8","Independent School","Standard school","SURREY","V3W","Fraser"
"654",36,3699008,"Education Services (Alternate)","V3V0B7","Public School","Alternate programs school","SURREY","V3V","Fraser"
"655",36,3699142,"Surrey Academy of Innovative Learning","V3V1J7","Public School","Provincial online learning school","SURREY","V3V","Fraser"
"656",36,3699316,"SD 36 Alternate City Central LC","V3T2N7","Public School","Alternate programs school","SURREY","V3T","Fraser"
"657",36,3699317,"SD 36 Alternate Cloverdale LC","V3R4H9","Public School","Alternate programs school","SURREY","V3R","Fraser"
"658",36,3699318,"SD 36 Alternate Guildford LC","V3R4H6","Public School","Alternate programs school","SURREY","V3R","Fraser"
"659",36,3699319,"SD 36 Alternate North Surrey LC","V3V5Z4","Public School","Alternate programs school","SURREY","V3V","Fraser"
"660",36,3699320,"SD 36 Alternate S.Surrey/White Rock LC","V4A5A5","Public School","Alternate programs school","SURREY","V4A","Fraser"
"661",37,3725040,"McCloskey Elementary AM StrongStart Cent","V4C1X5","Early learning school","StrongStart center","DELTA","V4C","Fraser"
"662",37,3725041,"Hellings StrongStart Centre","V4C2X5","Early learning school","StrongStart center","DELTA","V4C","Fraser"
"663",37,3725116,"Port Guichon StrongStart Centre","V4K2M2","Early learning school","StrongStart center","DELTA","V4K","Fraser"
"664",37,3725117,"Jarvis StrongStart Centre","V4C6G8","Early learning school","StrongStart center","DELTA","V4C","Fraser"
"665",37,3725118,"Chalmers StrongStart Centre","V4C1H4","Early learning school","StrongStart center","DELTA","V4C","Fraser"
"666",37,3725241,"Heath StrongStart Centre","V4E1Y5","Early learning school","StrongStart center","DELTA","V4E","Fraser"
"667",37,3725242,"McCloskey Elementary PM StrongStart Cent","V4C1X5","Early learning school","StrongStart center","DELTA","V4C","Fraser"
"668",37,3737000,"Delta Continuing Education","V4C0C8","Public School","Continuing education school","DELTA","V4C","Fraser"
"669",37,3737001,"Ladner Elementary","V4K1C1","Public School","Standard school","DELTA","V4K","Fraser"
"670",37,3737003,"Delta Secondary","V4K2V8","Public School","Standard school","DELTA","V4K","Fraser"
"671",37,3737007,"Richardson Elementary","V4C7B9","Public School","Standard school","DELTA","V4C","Fraser"
"672",37,3737008,"Heath Elementary","V4E1Y5","Public School","Standard school","DELTA","V4E","Fraser"
"673",37,3737009,"Annieville Elementary","V4C4X8","Public School","Standard school","DELTA","V4C","Fraser"
"674",37,3737012,"North Delta Secondary","V4C5J6","Public School","Standard school","DELTA","V4C","Fraser"
"675",37,3737013,"Sunshine Hills Elementary","V4E1N3","Public School","Standard school","DELTA","V4E","Fraser"
"676",37,3737014,"English Bluff Elementary","V4M2N2","Public School","Standard school","DELTA","V4M","Fraser"
"677",37,3737015,"Cliff Drive Elementary","V4M2A7","Public School","Standard school","DELTA","V4M","Fraser"
"678",37,3737017,"Devon Gardens Elementary","V4C4P8","Public School","Standard school","DELTA","V4C","Fraser"
"679",37,3737018,"South Park Elementary","V4M3L4","Public School","Standard school","DELTA","V4M","Fraser"
"680",37,3737019,"Beach Grove Elementary","V4L1J7","Public School","Standard school","DELTA","V4L","Fraser"
"681",37,3737021,"Delview Secondary","V4C5W8","Public School","Standard school","DELTA","V4C","Fraser"
"682",37,3737022,"Chalmers Elementary","V4C1H4","Public School","Standard school","DELTA","V4C","Fraser"
"683",37,3737023,"Hellings Elementary","V4C2X5","Public School","Standard school","DELTA","V4C","Fraser"
"684",37,3737024,"Gray Elementary","V4C1W4","Public School","Standard school","DELTA","V4C","Fraser"
"685",37,3737025,"Hawthorne Elementary","V4K2H2","Public School","Standard school","DELTA","V4K","Fraser"
"686",37,3737026,"Gibson Elementary","V4C3H3","Public School","Standard school","DELTA","V4C","Fraser"
"687",37,3737027,"Pebble Hill Traditional Elementary","V4M2Z8","Public School","Standard school","DELTA","V4M","Fraser"
"688",37,3737029,"Brooke Elementary","V4C3Z9","Public School","Standard school","DELTA","V4C","Fraser"
"689",37,3737030,"Jarvis Traditional Elementary","V4C6G8","Public School","Standard school","DELTA","V4C","Fraser"
"690",37,3737032,"McCloskey Elementary","V4C1X5","Public School","Standard school","DELTA","V4C","Fraser"
"691",37,3737033,"Port Guichon Elementary","V4K2M2","Public School","Standard school","DELTA","V4K","Fraser"
"692",37,3737034,"Burnsview Secondary","V4C4V8","Public School","Standard school","DELTA","V4C","Fraser"
"693",37,3737035,"Holly Elementary","V4K3L8","Public School","Standard school","DELTA","V4K","Fraser"
"694",37,3737037,"South Delta Secondary","V4M3B7","Public School","Standard school","DELTA","V4M","Fraser"
"695",37,3737038,"Sands Secondary","V4C2B3","Public School","Standard school","DELTA","V4C","Fraser"
"696",37,3737039,"Cougar Canyon Elementary","V4E2K4","Public School","Standard school","DELTA","V4E","Fraser"
"697",37,3737040,"Seaquam Secondary","V4E2K4","Public School","Standard school","DELTA","V4E","Fraser"
"698",37,3737041,"Pinewood Elementary","V4E3E9","Public School","Standard school","DELTA","V4E","Fraser"
"699",37,3737043,"Neilson Grove Elementary","V4K5B7","Public School","Standard school","DELTA","V4K","Fraser"
"700",37,3796095,"Sacred Heart","V4K3N5","Independent School","Standard school","DELTA","V4K","Fraser"
"701",37,3796130,"Immaculate Conception School","V4C6M4","Independent School","Standard school","DELTA","V4C","Fraser"
"702",37,3796132,"Delta Christian School","V4K2Y9","Independent School","Standard school","DELTA","V4K","Fraser"
"703",37,3796535,"Boundary Bay Montessori House","V4K3N2","Independent School","Standard school","DELTA","V4K","Fraser"
"704",37,3796694,"Southpointe Academy","V4L2B1","Independent School","Standard school","DELTA","V4L","Fraser"
"705",37,3799141,"Home Quest","V4C4X8","Public School","Provincial online learning school","DELTA","V4C","Fraser"
"706",37,3799170,"Delta Access","V4C5J6","Public School","District online learning school","DELTA","V4C","Fraser"
"707",38,3825021,"McNeely StrongStart Centre AM","V6V1G3","Early learning school","StrongStart center","RICHMOND","V6V","Vancouver Coastal"
"708",38,3825119,"Grauer/Blundell StrongStart BC Centre","V7C1G9","Early learning school","StrongStart center","RICHMOND","V7C","Vancouver Coastal"
"709",38,3825120,"Daniel Woodward StrongStart Centre AM","V7A4B2","Early learning school","StrongStart center","RICHMOND","V7A","Vancouver Coastal"
"710",38,3825245,"James Thompson StrongStart Centre","V7C2C4","Early learning school","StrongStart center","RICHMOND","V7C","Vancouver Coastal"
"711",38,3825246,"Walter Lee StrongStart Centre","V7A2T7","Early learning school","StrongStart center","RICHMOND","V7A","Vancouver Coastal"
"712",38,3825456,"McNeely StrongStart Centre PM","V6V1G3","Early learning school","StrongStart center","RICHMOND","V6V","Vancouver Coastal"
"713",38,3825457,"James Thompson StrongStart Centre PM","V7A4B2","Early learning school","StrongStart center","RICHMOND","V7A","Vancouver Coastal"
"714",38,3838000,"Continuing Ed SD 38","V6V1G5","Public School","Continuing education school","RICHMOND","V6V","Vancouver Coastal"
"715",38,3838001,"Mitchell Elementary","V6X2T7","Public School","Standard school","RICHMOND","V6X","Vancouver Coastal"
"716",38,3838005,"Lord Byng Elementary","V7E6M3","Public School","Standard school","RICHMOND","V7E","Vancouver Coastal"
"717",38,3838006,"Hamilton Elementary","V6V2W5","Public School","Standard school","RICHMOND","V6V","Vancouver Coastal"
"718",38,3838008,"Garden City Elementary","V6Y2P1","Public School","Standard school","RICHMOND","V6Y","Vancouver Coastal"
"719",38,3838009,"R M Grauer Elementary","V7C1G9","Public School","Standard school","RICHMOND","V7C","Vancouver Coastal"
"720",38,3838010,"Sea Island Elementary","V7B1G6","Public School","Standard school","RICHMOND","V7B","Vancouver Coastal"
"721",38,3838013,"James Thompson Elementary","V7C2C4","Public School","Standard school","RICHMOND","V7C","Vancouver Coastal"
"722",38,3838014,"Blundell Elementary","V7C1H8","Public School","Standard school","RICHMOND","V7C","Vancouver Coastal"
"723",38,3838015,"William Cook Elementary","V6Y1V7","Public School","Standard school","RICHMOND","V6Y","Vancouver Coastal"
"724",38,3838016,"James Whiteside Elementary","V7A1H1","Public School","Standard school","RICHMOND","V7A","Vancouver Coastal"
"725",38,3838017,"Robert J Tait Elementary","V6X1W7","Public School","Standard school","RICHMOND","V6X","Vancouver Coastal"
"726",38,3838019,"Thomas Kidd Elementary","V7A3W6","Public School","Standard school","RICHMOND","V7A","Vancouver Coastal"
"727",38,3838020,"Alfred B Dixon Elementary","V7E1P5","Public School","Standard school","RICHMOND","V7E","Vancouver Coastal"
"728",38,3838021,"John T Errington Elementary","V7A1T6","Public School","Standard school","RICHMOND","V7A","Vancouver Coastal"
"729",38,3838023,"Tomsett Elementary","V6X1E1","Public School","Standard school","RICHMOND","V6X","Vancouver Coastal"
"730",38,3838024,"R.C. Palmer Secondary","V6Y2K9","Public School","Standard school","RICHMOND","V6Y","Vancouver Coastal"
"731",38,3838025,"James Gilmore Elementary","V7C2A1","Public School","Standard school","RICHMOND","V7C","Vancouver Coastal"
"732",38,3838026,"Walter Lee Elementary","V7A2T7","Public School","Standard school","RICHMOND","V7A","Vancouver Coastal"
"733",38,3838027,"W D Ferris Elementary","V6Y2V8","Public School","Standard school","RICHMOND","V6Y","Vancouver Coastal"
"734",38,3838029,"Daniel Woodward Elementary","V7A4B2","Public School","Standard school","RICHMOND","V7A","Vancouver Coastal"
"735",38,3838030,"Donald E McKay Elementary","V7C3N1","Public School","Standard school","RICHMOND","V7C","Vancouver Coastal"
"736",38,3838031,"Hugh Boyd Secondary","V7E6L5","Public School","Standard school","RICHMOND","V7E","Vancouver Coastal"
"737",38,3838033,"Hugh McRoberts Secondary","V7A1G6","Public School","Standard school","RICHMOND","V7A","Vancouver Coastal"
"738",38,3838035,"Samuel Brighouse Elementary","V7C2S8","Public School","Standard school","RICHMOND","V7C","Vancouver Coastal"
"739",38,3838037,"Howard De Beck Elementary","V6Y2S3","Public School","Standard school","RICHMOND","V6Y","Vancouver Coastal"
"740",38,3838040,"James McKinney Elementary","V7E2C2","Public School","Standard school","RICHMOND","V7E","Vancouver Coastal"
"741",38,3838041,"Manoah Steves Elementary","V7E1V5","Public School","Standard school","RICHMOND","V7E","Vancouver Coastal"
"742",38,3838042,"J.N. Burnett Secondary","V7C1E6","Public School","Standard school","RICHMOND","V7C","Vancouver Coastal"
"743",38,3838043,"William Bridge Elementary","V7A2N5","Public School","Standard school","RICHMOND","V7A","Vancouver Coastal"
"744",38,3838044,"Matthew McNair Secondary","V7A2Y9","Public School","Standard school","RICHMOND","V7A","Vancouver Coastal"
"745",38,3838045,"Steveston-London Secondary","V7E1K5","Public School","Standard school","RICHMOND","V7E","Vancouver Coastal"
"746",38,3838046,"Maple Lane Elementary","V7A4P2","Public School","Standard school","RICHMOND","V7A","Vancouver Coastal"
"747",38,3838047,"Quilchena Elementary","V7C4G6","Public School","Standard school","RICHMOND","V7C","Vancouver Coastal"
"748",38,3838048,"Kingswood Elementary","V7A3B5","Public School","Standard school","RICHMOND","V7A","Vancouver Coastal"
"749",38,3838049,"Westwind Elementary","V7E4Y6","Public School","Standard school","RICHMOND","V7E","Vancouver Coastal"
"750",38,3838052,"John G Diefenbaker Elementary","V7E4T1","Public School","Standard school","RICHMOND","V7E","Vancouver Coastal"
"751",38,3838053,"Tomekichi Homma Elementary","V7E6K9","Public School","Standard school","RICHMOND","V7E","Vancouver Coastal"
"752",38,3838054,"R. C. Talmey Elementary","V6X3N2","Public School","Standard school","RICHMOND","V6X","Vancouver Coastal"
"753",38,3838055,"Kathleen McNeely Elementary","V6V1G3","Public School","Standard school","RICHMOND","V6V","Vancouver Coastal"
"754",38,3838056,"Jessie Wowk Elementary","V7E1H1","Public School","Standard school","RICHMOND","V7E","Vancouver Coastal"
"755",38,3838057,"General Currie Elementary","V6Y1M1","Public School","Standard school","RICHMOND","V6Y","Vancouver Coastal"
"756",38,3838058,"Cambie Secondary","V6V1N7","Public School","Standard school","RICHMOND","V6V","Vancouver Coastal"
"757",38,3838059,"Henry Anderson Elementary","V6Y1T6","Public School","Standard school","RICHMOND","V6Y","Vancouver Coastal"
"758",38,3838060,"Archibald Blair Elementary","V7C3K8","Public School","Standard school","RICHMOND","V7C","Vancouver Coastal"
"759",38,3838062,"Robert A. McMath Secondary","V7E2T9","Public School","Standard school","RICHMOND","V7E","Vancouver Coastal"
"760",38,3838063,"Spul'u'kwuks Elementary","V7C5V4","Public School","Standard school","RICHMOND","V7C","Vancouver Coastal"
"761",38,3838064,"A.R. MacNeill Secondary","V6Y2T2","Public School","Standard school","RICHMOND","V6Y","Vancouver Coastal"
"762",38,3838065,"Richmond Secondary","V6Y1Z3","Public School","Standard school","RICHMOND","V6Y","Vancouver Coastal"
"763",38,3895009,"Provincial Outreach For Deafblindness","V7A4B2","Public School","Short term PRP school","RICHMOND","V7A","Vancouver Coastal"
"764",38,3895065,"Prov. Outreach Prmg For The Early Years","V7A4B2","Public School","Short term PRP school","RICHMOND","V7A","Vancouver Coastal"
"765",38,3896103,"St Paul School","V6Y2L2","Independent School","Standard school","RICHMOND","V6Y","Vancouver Coastal"
"766",38,3896178,"Richmond Christian School","V7A4E5","Independent School","Standard school","RICHMOND","V7A","Vancouver Coastal"
"767",38,3896399,"BC Muslim School","V6W1B3","Independent School","Standard school","RICHMOND","V6W","Vancouver Coastal"
"768",38,3896403,"Choice School For Gifted Children","V6V1B3","Independent School","Standard school","RICHMOND","V6V","Vancouver Coastal"
"769",38,3896463,"St Joseph the Worker","V7E1J7","Independent School","Standard school","RICHMOND","V7E","Vancouver Coastal"
"770",38,3896570,"Richmond Jewish Day School","V6Y2V4","Independent School","Standard school","RICHMOND","V6Y","Vancouver Coastal"
"771",38,3896625,"Cornerstone Christian Academy","V6Y2V2","Independent School","Standard school","RICHMOND","V6Y","Vancouver Coastal"
"772",38,3896729,"Az-Zahraa Islamic Academy","V6Y2V4","Independent School","Standard school","RICHMOND","V6Y","Vancouver Coastal"
"773",38,3896771,"Mia Montessori Academy","V7E4J2","Independent School","Standard school","RICHMOND","V7E","Vancouver Coastal"
"774",38,3896781,"Ark Elementary Montessori Reggio School","V7A1X3","Independent School","Standard school","RICHMOND","V7A","Vancouver Coastal"
"775",38,3896843,"Fawkes Academy DL","V6W0A5","Independent School","Provincial online learning school","RICHMOND","V6W","Vancouver Coastal"
"776",38,3896867,"Pythagoras Academy","V6Y2V4","Independent School","Standard school","RICHMOND","V6Y","Vancouver Coastal"
"777",38,3896889,"City Vancouver Academy","V6X3P7","Independent School","Standard school","RICHMOND","V6X","Vancouver Coastal"
"778",38,3896909,"Canada Star Secondary School","V6X1L8","Independent School","Standard school","RICHMOND","V6X","Vancouver Coastal"
"779",38,3896927,"Maple Hill School","V6Y2G5","Independent School","Standard school","RICHMOND","V6Y","Vancouver Coastal"
"780",38,3896970,"Windsor Hall","V6X1L8","Independent School","Standard school","RICHMOND","V6X","Vancouver Coastal"
"781",38,3896977,"Chaoyin Bilingual School","V6X1N4","Independent School","Standard school","RICHMOND","V6X","Vancouver Coastal"
"782",38,3899061,"Station Stretch","V6X2A9","Public School","Alternate programs school","RICHMOND","V6X","Vancouver Coastal"
"783",38,3899175,"Richmond Virtual School","V6Y2K9","Public School","District online learning school","RICHMOND","V6Y","Vancouver Coastal"
"784",38,3899228,"Errington Learning Centre","V7A1T6","Public School","Alternate programs school","RICHMOND","V7A","Vancouver Coastal"
"785",39,3925042,"Lord Selkirk StrongStart Centre","V5N2P7","Early learning school","StrongStart center","VANCOUVER","V5N","Vancouver Coastal"
"786",39,3925043,"Walter Moberly StrongStart Centre","V5X1Y7","Early learning school","StrongStart center","VANCOUVER","V5X","Vancouver Coastal"
"787",39,3925121,"Sir James Douglas StrongStart Centre","V5P3Z7","Early learning school","StrongStart center","VANCOUVER","V5P","Vancouver Coastal"
"788",39,3925122,"Queen Alexandra PM StrongStart Centre","V5N1V6","Early learning school","StrongStart center","VANCOUVER","V5N","Vancouver Coastal"
"789",39,3925123,"Sir Alexander Mackenzie StrongStart","V5W1K8","Early learning school","StrongStart center","VANCOUVER","V5W","Vancouver Coastal"
"790",39,3925125,"Renfrew Community StrongStart Centre","V5M2Z2","Early learning school","StrongStart center","VANCOUVER","V5M","Vancouver Coastal"
"791",39,3925127,"Collingwood AM StrongStart Centre","V5R6H2","Early learning school","StrongStart center","VANCOUVER","V5R","Vancouver Coastal"
"792",39,3925247,"Tecumseh StrongStart Centre","V5P1K9","Early learning school","StrongStart center","VANCOUVER","V5P","Vancouver Coastal"
"793",39,3925248,"Collingwood PM StrongStart Centre","V5R6H2","Early learning school","StrongStart center","VANCOUVER","V5R","Vancouver Coastal"
"794",39,3925249,"Thunderbird StrongStart Centre","V5M3X3","Early learning school","StrongStart center","VANCOUVER","V5M","Vancouver Coastal"
"795",39,3925250,"Sir Wilfred Grenfell StrongStart Centre","V5R4Y3","Early learning school","StrongStart center","VANCOUVER","V5R","Vancouver Coastal"
"796",39,3925251,"Champlain Heights Annex StrongStart Cntr","V5S4J6","Early learning school","StrongStart center","VANCOUVER","V5S","Vancouver Coastal"
"797",39,3925252,"Captain James Cook StrongStart Centre","V5S1Z3","Early learning school","StrongStart center","VANCOUVER","V5S","Vancouver Coastal"
"798",39,3925253,"Mount Pleasant StrongStart Centre","V5T3P1","Early learning school","StrongStart center","VANCOUVER","V5T","Vancouver Coastal"
"799",39,3925254,"Waverley StrongStart Centre","V5S2M1","Early learning school","StrongStart center","VANCOUVER","V5S","Vancouver Coastal"
"800",39,3925255,"Queen Alexandra AM StrongStart Centre","V5N1V6","Early learning school","StrongStart center","VANCOUVER","V5N","Vancouver Coastal"
"801",39,3925315,"χpey̓ StrongStart Centre","V5L1T7","Early learning school","StrongStart center","VANCOUVER","V5L","Vancouver Coastal"
