"","school_district","school_code","school_name","postal_code","school_category","type","city","grade_10_enrollment","grade_11_enrollment","grade_12_enrollment","short_postal_code","district_name","health_authority"
"313",33,3333038,"Mount Slesse Middle School","V2R2R3","Public School","Standard school","CHILLIWACK","N","N","N","V2R","Chilliwack","Fraser"
"314",33,3333039,"Evans Elementary","V2R1L2","Public School","Standard school","CHILLIWACK","N","N","N","V2R","Chilliwack","Fraser"
"315",33,3333040,"Promontory Heights Community Elementary","V2R5W8","Public School","Standard school","CHILLIWACK","N","N","N","V2R","Chilliwack","Fraser"
"316",33,3333042,"Greendale Elementary","V2R4K1","Public School","Standard school","CHILLIWACK","N","N","N","V2R","Chilliwack","Fraser"
"317",33,3333044,"GW Graham Secondary","V2R0B5","Public School","Standard school","CHILLIWACK","Y","Y","Y","V2R","Chilliwack","Fraser"
"318",33,3333045,"Imagine High Integrated Arts/Technology","V2P2N1","Public School","Standard school","CHILLIWACK","Y","Y","Y","V2P","Chilliwack","Fraser"
"319",33,3333046,"Stitó:s Lá:lém Totí:lt","V2R3X7","Public School","Standard school","CHILLIWACK","N","N","N","V2R","Chilliwack","Fraser"
"320",33,3396149,"St Mary's","V2P4J4","Independent School","Standard school","CHILLIWACK","N","N","N","V2P","Chilliwack","Fraser"
"321",33,3396181,"Unity Christian School","V4Z1K9","Independent School","Standard school","CHILLIWACK","Y","Y","Y","V4Z","Chilliwack","Fraser"
"322",33,3396192,"John Calvin School","V2R5G2","Independent School","Standard school","CHILLIWACK","N","N","N","V2R","Chilliwack","Fraser"
"323",33,3396209,"Timothy Christian School","V2P6H4","Independent School","Standard school","CHILLIWACK","Y","Y","Y","V2P","Chilliwack","Fraser"
"324",33,3396251,"Highroad Academy","V2P1K3","Independent School","Standard school","CHILLIWACK","Y","Y","Y","V2P","Chilliwack","Fraser"
"325",33,3396354,"Mount Cheam Christian School","V4Z0B2","Independent School","Standard school","CHILLIWACK","Y","Y","Y","V4Z","Chilliwack","Fraser"
"326",33,3396641,"Chilliwack Adventist Christian School","V2P3K8","Independent School","Standard school","CHILLIWACK","N","N","N","V2P","Chilliwack","Fraser"
"327",33,3396824,"Cascade Christian School","V2P2N1","Independent School","Standard school","CHILLIWACK","N","N","N","V2P","Chilliwack","Fraser"
"328",33,3398003,"Fraser Valley Distance Education","V2P2P8","Public School","District online learning school","CHILLIWACK","Y","Y","Y","V2P","Chilliwack","Fraser"
"329",33,3399056,"Kw'íyeqel Secondary","V2P4Y8","Public School","Alternate programs school","CHILLIWACK","Y","Y","Y","V2P","Chilliwack","Fraser"
"330",34,3425019,"Alexander StrongStart Centre","V2S3W1","Early learning school","StrongStart center","ABBOTSFORD","N","N","N","V2S","Abbotsford","Fraser"
"331",34,3425037,"Clearbrook StrongStart Centre","V2T6N3","Early learning school","StrongStart center","ABBOTSFORD","N","N","N","V2T","Abbotsford","Fraser"
"332",34,3425099,"Terry Fox StrongStart Centre","V2S5W5","Early learning school","StrongStart center","ABBOTSFORD","N","N","N","V2S","Abbotsford","Fraser"
"333",34,3425100,"Godson StrongStart Centre","V2S1T6","Early learning school","StrongStart center","ABBOTSFORD","N","N","N","V2S","Abbotsford","Fraser"
"334",34,3425101,"John Maclure StrongStart Centre","V2T4E1","Early learning school","StrongStart center","ABBOTSFORD","N","N","N","V2T","Abbotsford","Fraser"
"335",34,3425102,"Auguston StrongStart Centre","V3G2Z6","Early learning school","StrongStart center","ABBOTSFORD","N","N","N","V3G","Abbotsford","Fraser"
"336",34,3425103,"Jackson StrongStart Program","V2S7Z9","Early learning school","StrongStart center","ABBOTSFORD","N","N","N","V2S","Abbotsford","Fraser"
"337",34,3425224,"Harry Sayers StrongStart Centre","V2T6W2","Early learning school","StrongStart center","ABBOTSFORD","N","N","N","V2T","Abbotsford","Fraser"
"338",34,3425225,"Ten Broeck StrongStart Centre","V2T2R4","Early learning school","StrongStart center","ABBOTSFORD","N","N","N","V2T","Abbotsford","Fraser"
"339",34,3425226,"Margaret Stenersen StrongStart Centre","V2S4H3","Early learning school","StrongStart center","ABBOTSFORD","N","N","N","V2S","Abbotsford","Fraser"
"340",34,3425227,"Dr. Thomas A. Swift StrongStart Centre","V2S5Y4","Early learning school","StrongStart center","ABBOTSFORD","N","N","N","V2S","Abbotsford","Fraser"
"341",34,3425455,"Blue Jay Elementary StrongStart","V2T6X5","Early learning school","StrongStart center","ABBOTSFORD","N","N","N","V2T","Abbotsford","Fraser"
"342",34,3434000,"Bakerview Centre for Learning - CE","V2T4A2","Public School","Continuing education school","ABBOTSFORD","N","Y","Y","V2T","Abbotsford","Fraser"
"343",34,3434003,"Mt Lehman Elementary","V4X2G5","Public School","Standard school","ABBOTSFORD","N","N","N","V4X","Abbotsford","Fraser"
"344",34,3434005,"ASIA - North Poplar","V2T1A2","Public School","Standard school","ABBOTSFORD","N","N","N","V2T","Abbotsford","Fraser"
"345",34,3434007,"Semá:th Elementary School","V3G1Z5","Public School","Standard school","ABBOTSFORD","N","N","N","V3G","Abbotsford","Fraser"
"346",34,3434011,"Bradner Elementary","V4X2P5","Public School","Standard school","ABBOTSFORD","N","N","N","V4X","Abbotsford","Fraser"
"347",34,3434016,"South Poplar Traditional Elementary","V2T5Z1","Public School","Standard school","ABBOTSFORD","N","N","N","V2T","Abbotsford","Fraser"
"348",34,3434018,"Clearbrook Elementary","V2T6N3","Public School","Standard school","ABBOTSFORD","N","N","N","V2T","Abbotsford","Fraser"
"349",34,3434019,"King Traditional Elementary","V4X2R4","Public School","Standard school","ABBOTSFORD","N","N","N","V4X","Abbotsford","Fraser"
"350",34,3434021,"Alexander Elementary","V2S3W1","Public School","Standard school","ABBOTSFORD","N","N","N","V2S","Abbotsford","Fraser"
"351",34,3434022,"Abbotsford Senior Secondary School","V2S0E7","Public School","Standard school","ABBOTSFORD","Y","Y","Y","V2S","Abbotsford","Fraser"
"352",34,3434023,"Barrowtown Elementary","V3G2V4","Public School","Standard school","ABBOTSFORD","N","N","N","V3G","Abbotsford","Fraser"
"353",34,3434025,"Abbotsford Middle School","V2S0A9","Public School","Standard school","ABBOTSFORD","N","N","N","V2S","Abbotsford","Fraser"
"354",34,3434026,"Aberdeen Elementary","V4X1K6","Public School","Standard school","ABBOTSFORD","N","N","N","V4X","Abbotsford","Fraser"
"355",34,3434027,"McMillan Elementary","V2S7R3","Public School","Standard school","ABBOTSFORD","N","N","N","V2S","Abbotsford","Fraser"
"356",34,3434028,"Godson Elementary","V2S1T6","Public School","Standard school","ABBOTSFORD","N","N","N","V2S","Abbotsford","Fraser"
"357",34,3434031,"Jackson Elementary","V2S7Z9","Public School","Standard school","ABBOTSFORD","N","N","N","V2S","Abbotsford","Fraser"
"358",34,3434032,"Ross Elementary","V4X1J3","Public School","Standard school","ABBOTSFORD","N","N","N","V4X","Abbotsford","Fraser"
"359",34,3434033,"Margaret Stenersen Elementary","V2S4H3","Public School","Standard school","ABBOTSFORD","N","N","N","V2S","Abbotsford","Fraser"
"360",34,3434035,"Auguston Traditional Elementary","V3G2Z6","Public School","Standard school","ABBOTSFORD","N","N","N","V3G","Abbotsford","Fraser"
"361",34,3434036,"Ten Broeck Elementary","V2T2R4","Public School","Standard school","ABBOTSFORD","N","N","N","V2T","Abbotsford","Fraser"
"362",34,3434037,"Centennial Park Elementary","V2T3N8","Public School","Standard school","ABBOTSFORD","N","N","N","V2T","Abbotsford","Fraser"
"363",34,3434038,"Yale Secondary","V2S7S6","Public School","Standard school","ABBOTSFORD","Y","Y","Y","V2S","Abbotsford","Fraser"
"364",34,3434041,"W J Mouat Secondary","V2T4E9","Public School","Standard school","ABBOTSFORD","Y","Y","Y","V2T","Abbotsford","Fraser"
"365",34,3434042,"William A. Fraser Middle School","V2S6M6","Public School","Standard school","ABBOTSFORD","N","N","N","V2S","Abbotsford","Fraser"
"366",34,3434043,"Dormick Park Elementary","V2T3J6","Public School","Standard school","ABBOTSFORD","N","N","N","V2T","Abbotsford","Fraser"
"367",34,3434044,"John Maclure Community School","V2T4E1","Public School","Standard school","ABBOTSFORD","N","N","N","V2T","Abbotsford","Fraser"
"368",34,3434045,"Dr Thomas A Swift Elementary","V2S5Y4","Public School","Standard school","ABBOTSFORD","N","N","N","V2S","Abbotsford","Fraser"
"369",34,3434046,"Terry Fox Elementary","V2S5W5","Public School","Standard school","ABBOTSFORD","N","N","N","V2S","Abbotsford","Fraser"
"370",34,3434047,"Chief Dan George Middle","V2S8K2","Public School","Standard school","ABBOTSFORD","N","N","N","V2S","Abbotsford","Fraser"
"371",34,3434048,"Prince Charles Elementary","V3G3B1","Public School","Standard school","ABBOTSFORD","N","N","N","V3G","Abbotsford","Fraser"
"372",34,3434049,"Blue Jay Elementary","V2T6X5","Public School","Standard school","ABBOTSFORD","N","N","N","V2T","Abbotsford","Fraser"
"373",34,3434050,"Sandy Hill Elementary","V3G2Z5","Public School","Standard school","ABBOTSFORD","N","N","N","V3G","Abbotsford","Fraser"
"374",34,3434051,"Harry Sayers Elementary","V2T6W2","Public School","Standard school","ABBOTSFORD","N","N","N","V2T","Abbotsford","Fraser"
"375",34,3434052,"Rick Hansen Secondary","V2T5R2","Public School","Standard school","ABBOTSFORD","Y","Y","Y","V2T","Abbotsford","Fraser"
"376",34,3434053,"Mountain Elementary","V3G1E6","Public School","Standard school","ABBOTSFORD","N","N","N","V3G","Abbotsford","Fraser"
"377",34,3434054,"Robert Bateman Secondary","V2S7L1","Public School","Standard school","ABBOTSFORD","Y","Y","Y","V2S","Abbotsford","Fraser"
"378",34,3434055,"Dr Roberta Bondar Elementary","V2T5S5","Public School","Standard school","ABBOTSFORD","N","N","N","V2T","Abbotsford","Fraser"
"379",34,3434056,"Dave Kandal Elementary","V2T6T5","Public School","Standard school","ABBOTSFORD","N","N","N","V2T","Abbotsford","Fraser"
"380",34,3434057,"Colleen And Gordie Howe Middle School","V2T4N6","Public School","Standard school","ABBOTSFORD","N","N","N","V2T","Abbotsford","Fraser"
"381",34,3434058,"Eugene Reimer Middle School","V2T6X6","Public School","Standard school","ABBOTSFORD","N","N","N","V2T","Abbotsford","Fraser"
"382",34,3434059,"Mathxwí Elementary School","V4X1T4","Public School","Standard school","ABBOTSFORD","N","N","N","V4X","Abbotsford","Fraser"
"383",34,3434060,"Clayburn Middle School","V2S8N3","Public School","Standard school","ABBOTSFORD","N","N","N","V2S","Abbotsford","Fraser"
"384",34,3434061,"Abbotsford Traditional School","V2T6M1","Public School","Standard school","ABBOTSFORD","Y","Y","Y","V2T","Abbotsford","Fraser"
"385",34,3434064,"Abbotsford School Of Integrated Arts","V3G2J3","Public School","Standard school","ABBOTSFORD","Y","Y","Y","V3G","Abbotsford","Fraser"
"386",34,3434066,"Irene Kelleher Totí:ltawtxw","V3G3A1","Public School","Standard school","ABBOTSFORD","N","N","N","V3G","Abbotsford","Fraser"
"387",34,3496020,"Mennonite Educational Institute","V4X2M8","Independent School","Standard school","ABBOTSFORD","Y","Y","Y","V4X","Abbotsford","Fraser"
"388",34,3496069,"Abbotsford Christian School","V2S7L7","Independent School","Standard school","ABBOTSFORD","Y","Y","Y","V2S","Abbotsford","Fraser"
"389",34,3496320,"Cornerstone Christian School","V2T6Z7","Independent School","Standard school","ABBOTSFORD","N","N","N","V2T","Abbotsford","Fraser"
"390",34,3496371,"Pacific Christian School","V4X1Z8","Independent School","Standard school","ABBOTSFORD","N","N","N","V4X","Abbotsford","Fraser"
"391",34,3496425,"Dasmesh Punjabi School","V4X1T7","Independent School","Standard school","ABBOTSFORD","Y","Y","Y","V4X","Abbotsford","Fraser"
"392",34,3496454,"St James","V2T5E1","Independent School","Standard school","ABBOTSFORD","N","N","N","V2T","Abbotsford","Fraser"
"393",34,3496595,"St. John Brebeuf Regional Secondary","V2T5E1","Independent School","Standard school","ABBOTSFORD","Y","Y","Y","V2T","Abbotsford","Fraser"
"394",34,3496801,"West Coast Adventist DL School","V2S3M4","Independent School","Provincial online learning school","ABBOTSFORD","Y","Y","Y","V2S","Abbotsford","Fraser"
"395",34,3499055,"Bakerview Centre for Learning","V2T4A2","Public School","Alternate programs school","ABBOTSFORD","Y","Y","Y","V2T","Abbotsford","Fraser"
"396",34,3499101,"Abbotsford Virtual School","V2S2P3","Public School","Provincial online learning school","ABBOTSFORD","Y","Y","Y","V2S","Abbotsford","Fraser"
"397",35,3525020,"West Langley PM StrongStart Centre","V1M1M1","Early learning school","StrongStart center","LANGLEY","N","N","N","V1M","Langley","Fraser"
"398",35,3525038,"Parkside Centennial AM StrongStart","V4W3H2","Early learning school","StrongStart center","ALDERGROVE","N","N","N","V4W","Langley","Fraser"
"399",35,3525104,"Langley Meadows AM StrongStart Centre","V2Y1C1","Early learning school","StrongStart center","LANGLEY","N","N","N","V2Y","Langley","Fraser"
"400",35,3525105,"West Langley AM StrongStart Centre","V1M1M1","Early learning school","StrongStart center","LANGLEY","N","N","N","V1M","Langley","Fraser"
"401",35,3525106,"Simonds StrongStart Centre","V3A3L4","Early learning school","StrongStart center","LANGLEY","N","N","N","V3A","Langley","Fraser"
"402",35,3525107,"Douglas Park StrongStart Centre","V3A2C5","Early learning school","StrongStart center","LANGLEY","N","N","N","V3A","Langley","Fraser"
"403",35,3525228,"Langley Meadows PM StrongStart Centre","V2Y1C1","Early learning school","StrongStart center","LANGLEY","N","N","N","V2Y","Langley","Fraser"
"404",35,3525229,"Parkside Centennial PM StrongStart","V4W3H2","Early learning school","StrongStart center","ALDERGROVE","N","N","N","V4W","Langley","Fraser"
"405",35,3525230,"Donna Gabriel Robins StrongStart Centre","V2Y1X4","Early learning school","StrongStart center","LANGLEY","N","N","N","V2Y","Langley","Fraser"
"406",35,3535002,"Fort Langley Elementary","V1M2S6","Public School","Standard school","FORT LANGLEY","N","N","N","V1M","Langley","Fraser"
"407",35,3535009,"Belmont Elementary","V3A2X1","Public School","Standard school","LANGLEY","N","N","N","V3A","Langley","Fraser"
"408",35,3535010,"U-Connect","V3A3L4","Public School","District online learning school","LANGLEY","Y","Y","Y","V3A","Langley","Fraser"
"409",35,3535015,"North Otter Elementary","V4W1A7","Public School","Standard school","ALDERGROVE","N","N","N","V4W","Langley","Fraser"
"410",35,3535016,"Willoughby Elementary","V2Y1X6","Public School","Standard school","LANGLEY","N","N","N","V2Y","Langley","Fraser"
"411",35,3535017,"Glenwood Elementary","V2Z2B4","Public School","Standard school","LANGLEY","N","N","N","V2Z","Langley","Fraser"
"412",35,3535019,"Langley Secondary","V2Y2N1","Public School","Standard school","LANGLEY","Y","Y","Y","V2Y","Langley","Fraser"
"413",35,3535020,"Aldergrove Community Secondary","V4W3C1","Public School","Standard school","ALDERGROVE","Y","Y","Y","V4W","Langley","Fraser"
"414",35,3535022,"Simonds Elementary","V3A3L4","Public School","Standard school","LANGLEY","N","N","N","V3A","Langley","Fraser"
"415",35,3535023,"Coghlan Fundamental Elementary","V4W1J3","Public School","Standard school","ALDERGROVE","N","N","N","V4W","Langley","Fraser"
"416",35,3535024,"Wix-Brown Elementary","V2Z3A3","Public School","Standard school","LANGLEY","N","N","N","V2Z","Langley","Fraser"
"417",35,3535026,"Peterson Road Elementary","V2Z2S3","Public School","Standard school","LANGLEY","N","N","N","V2Z","Langley","Fraser"
"418",35,3535029,"Langley Fine Arts School","V1M2S6","Public School","Standard school","FORT LANGLEY","Y","Y","Y","V1M","Langley","Fraser"
"419",35,3535032,"Parkside Centennial Elementary","V4W3H2","Public School","Standard school","ALDERGROVE","N","N","N","V4W","Langley","Fraser"
"420",35,3535033,"Blacklock Fine Arts Elementary","V3A2E5","Public School","Standard school","LANGLEY","N","N","N","V3A","Langley","Fraser"
"421",35,3535034,"D.W. Poppy Secondary","V2Z2P3","Public School","Standard school","LANGLEY","Y","Y","Y","V2Z","Langley","Fraser"
"422",35,3535036,"Brookswood Secondary","V3A5N2","Public School","Standard school","LANGLEY","Y","Y","Y","V3A","Langley","Fraser"
"423",35,3535037,"Nicomekl Elementary","V3A3T9","Public School","Standard school","LANGLEY","N","N","N","V3A","Langley","Fraser"
"424",35,3535038,"Alice Brown Elementary","V3A6L8","Public School","Standard school","LANGLEY","N","N","N","V3A","Langley","Fraser"
"425",35,3535039,"Uplands Elementary","V3A5V8","Public School","Standard school","LANGLEY","N","N","N","V3A","Langley","Fraser"
"426",35,3535040,"James Kennedy Elementary","V1M2B7","Public School","Standard school","LANGLEY","N","N","N","V1M","Langley","Fraser"
"427",35,3535041,"R E Mountain Secondary","V2Y1W4","Public School","Standard school","LANGLEY","Y","Y","Y","V2Y","Langley","Fraser"
"428",35,3535042,"Shortreed Community School","V4W3K1","Public School","Standard school","ALDERGROVE","N","N","N","V4W","Langley","Fraser"
"429",35,3535043,"West Langley Elementary","V1M1M1","Public School","Standard school","LANGLEY","N","N","N","V1M","Langley","Fraser"
"430",35,3535044,"Noel Booth Elementary","V3A0N1","Public School","Standard school","LANGLEY","N","N","N","V3A","Langley","Fraser"
"431",35,3535045,"Douglas Park Community","V3A2C5","Public School","Standard school","LANGLEY","N","N","N","V3A","Langley","Fraser"
"432",35,3535046,"Langley Meadows Elementary","V2Y1C1","Public School","Standard school","LANGLEY","N","N","N","V2Y","Langley","Fraser"
"433",35,3535047,"Alex Hope Elementary","V1M2M4","Public School","Standard school","LANGLEY","N","N","N","V1M","Langley","Fraser"
"434",35,3535048,"Gordon Greenwood Elementary","V1M2X2","Public School","Standard school","LANGLEY","N","N","N","V1M","Langley","Fraser"
"435",35,3535050,"Walnut Grove Secondary","V1M2N7","Public School","Standard school","LANGLEY","Y","Y","Y","V1M","Langley","Fraser"
"436",35,3535051,"James Hill Elementary","V2Z1B5","Public School","Standard school","LANGLEY","N","N","N","V2Z","Langley","Fraser"
"437",35,3535052,"Langley Fundamental Elementary","V3A3T2","Public School","Standard school","LANGLEY","N","N","N","V3A","Langley","Fraser"
"438",35,3535053,"Dorothy Peacock Elementary","V1M2G2","Public School","Standard school","LANGLEY","N","N","N","V1M","Langley","Fraser"
"439",35,3535054,"Topham Elementary","V1M3Z3","Public School","Standard school","LANGLEY","N","N","N","V1M","Langley","Fraser"
"440",35,3535055,"R C Garnett Demonstration Elementary","V2Y3G7","Public School","Standard school","LANGLEY","N","N","N","V2Y","Langley","Fraser"
"441",35,3535056,"Langley Fundamental Middle/Secondary Sch","V3A8K6","Public School","Standard school","LANGLEY","Y","Y","Y","V3A","Langley","Fraser"
"442",35,3535057,"H D Stafford Middle","V3A4J8","Public School","Standard school","LANGLEY","N","N","N","V3A","Langley","Fraser"
"443",35,3535058,"Betty Gilbert Middle","V4W3E6","Public School","Standard school","ALDERGROVE","N","N","N","V4W","Langley","Fraser"
"444",35,3535061,"Lynn Fripps Elementary","V2Y0K8","Public School","Standard school","LANGLEY","N","N","N","V2Y","Langley","Fraser"
"445",35,3535062,"Richard Bulpitt Elementary","V2Y2E6","Public School","Standard school","LANGLEY","N","N","N","V2Y","Langley","Fraser"
"446",35,3535063,"Yorkson Creek Middle School","V2Y2B5","Public School","Standard school","LANGLEY","N","N","N","V2Y","Langley","Fraser"
"447",35,3535064,"Langley Equestrian Academy","V3A5N2","Public School","Standard school","LANGLEY","Y","Y","Y","V3A","Langley","Fraser"
"448",35,3535065,"Peter Ewart Middle School","V2Y1W4","Public School","Standard school","LANGLEY","N","N","N","V2Y","Langley","Fraser"
"449",35,3535066,"Donna Gabriel Robins Elementary","V2Y3N9","Public School","Standard school","LANGLEY","N","N","N","V2Y","Langley","Fraser"
"450",35,3596003,"SKY Secondary School","V2Y1P6","Independent School","Standard school","Langley","Y","N","N","V2Y","Langley","Fraser"
"451",35,3596012,"COMPASS Christian Langley (Glover Rd.)","V2Y0W9","Independent School","Standard school","Langley","N","N","N","V2Y","Langley","Fraser"
"452",35,3596016,"Riverside Christian Academy","V1H0B2","Independent School","Standard school","Langley","N","N","N","V1H","Langley","Fraser"
"453",35,3596061,"Fraser Valley Adventist Academy","V4W1J2","Independent School","Standard school","ALDERGROVE","Y","Y","Y","V4W","Langley","Fraser"
"454",35,3596289,"Credo Christian Schools","V2Y2M7","Independent School","Standard school","LANGLEY","Y","Y","Y","V2Y","Langley","Fraser"
"455",35,3596311,"Langley Christian School","V2Z2T7","Independent School","Standard school","LANGLEY","Y","Y","Y","V2Z","Langley","Fraser"
"456",35,3596376,"The King's School","V2Y2S5","Independent School","Standard school","LANGLEY","Y","Y","Y","V2Y","Langley","Fraser"
"457",35,3596458,"St Catherines School","V2Z2E1","Independent School","Standard school","LANGLEY","N","N","N","V2Z","Langley","Fraser"
"458",35,3596573,"Aldergrove Christian Academy","V4W2W3","Independent School","Standard school","ALDERGROVE","N","N","N","V4W","Langley","Fraser"
"459",35,3596607,"Dogwood School","V2Z2V2","Independent School","Standard school","LANGLEY","Y","Y","Y","V2Z","Langley","Fraser"
"460",35,3596616,"Murrayville Academy","V3A4M8","Independent School","Standard school","LANGLEY","N","N","N","V3A","Langley","Fraser"
"461",35,3596631,"Whytecliff Agile Learning Centre-Langley","V3A7R3","Independent School","Standard school","LANGLEY","Y","Y","Y","V3A","Langley","Fraser"
"462",35,3596926,"Khalsa School of the Fraser Valley","V4W1L8","Independent School","Standard school","LANGLEY","N","N","N","V4W","Langley","Fraser"
"463",35,3599050,"Langley Education Centre","V2Y2N1","Public School","Continuing education school","LANGLEY","Y","Y","Y","V2Y","Langley","Fraser"
"464",35,3599092,"Vanguard","V2Z2L1","Public School","Alternate programs school","LANGLEY","Y","Y","Y","V2Z","Langley","Fraser"
"465",35,3599168,"Langley Online and Distributed Learning","V2Y2N1","Public School","Provincial online learning school","LANGLEY","Y","Y","Y","V2Y","Langley","Fraser"
"466",35,3599173,"Choices Program","V2Y2N1","Public School","Alternate programs school","LANGLEY","Y","Y","Y","V2Y","Langley","Fraser"
"467",35,3599201,"Advance Alternate","V4W3C1","Public School","Alternate programs school","ALDERGROVE","Y","Y","Y","V4W","Langley","Fraser"
"468",35,3599202,"Focus Alternate","V2Y2N1","Public School","Alternate programs school","LANGLEY","Y","Y","Y","V2Y","Langley","Fraser"
"469",35,3599313,"Connections","V2Z2P3","Public School","Alternate programs school","LANGLEY","N","N","N","V2Z","Langley","Fraser"
"470",36,3625004,"SD 36 StrongStart BC Outreach Program #1","V3R2X4","Early learning school","StrongStart outreach","SURREY","N","N","N","V3R","Surrey","Fraser"
"471",36,3625039,"Cougar Creek StrongStart Centre","V3W4Z8","Early learning school","StrongStart center","SURREY","N","N","N","V3W","Surrey","Fraser"
"472",36,3625108,"W.E. Kinvig StrongStart Centre","V3W8N1","Early learning school","StrongStart center","SURREY","N","N","N","V3W","Surrey","Fraser"
"473",36,3625109,"Holly StrongStart Centre","V3R4C8","Early learning school","StrongStart center","SURREY","N","N","N","V3R","Surrey","Fraser"
"474",36,3625110,"Betty Huff StrongStart Centre","V3V1V1","Early learning school","StrongStart center","SURREY","N","N","N","V3V","Surrey","Fraser"
"475",36,3625111,"Lena Shaw StrongStart Centre","V3T1K8","Early learning school","StrongStart center","SURREY","N","N","N","V3T","Surrey","Fraser"
"476",36,3625112,"Bear Creek StrongStart Centre","V3W7X6","Early learning school","StrongStart center","SURREY","N","N","N","V3W","Surrey","Fraser"
"477",36,3625113,"M.B. Sanford StrongStart Centre","V3W7T6","Early learning school","StrongStart center","SURREY","N","N","N","V3W","Surrey","Fraser"
"478",36,3625114,"Forsyth Road StrongStart Centre","V3T4L9","Early learning school","StrongStart center","SURREY","N","N","N","V3T","Surrey","Fraser"
"479",36,3625115,"Old Yale Road StrongStart Centre","V3T3T6","Early learning school","StrongStart center","SURREY","N","N","N","V3T","Surrey","Fraser"
"480",36,3625231,"Hjorth Road StrongStart Centre","V3R5X4","Early learning school","StrongStart center","SURREY","N","N","N","V3R","Surrey","Fraser"
"481",36,3625232,"Jessie Lee StrongStart Centre","V4A4S3","Early learning school","StrongStart center","SURREY","N","N","N","V4A","Surrey","Fraser"
"482",36,3625233,"Martha Currie StrongStart Centre","V3S4N2","Early learning school","StrongStart center","SURREY","N","N","N","V3S","Surrey","Fraser"
"483",36,3625234,"George Greenaway StrongStart Centre","V3S1W3","Early learning school","StrongStart center","SURREY","N","N","N","V3S","Surrey","Fraser"
"484",36,3625236,"Westerman StrongStart Centre","V3W1H4","Early learning school","StrongStart center","SURREY","N","N","N","V3W","Surrey","Fraser"
"485",36,3625237,"Cedar Hills StrongStart Centre","V3V2K3","Early learning school","StrongStart center","SURREY","N","N","N","V3V","Surrey","Fraser"
"486",36,3625238,"Mary Jane Shannon StrongStart Centre","V3T4W1","Early learning school","StrongStart center","SURREY","N","N","N","V3T","Surrey","Fraser"
"487",36,3625239,"Panorama Park StrongStart Centre","V3X2E8","Early learning school","StrongStart center","SURREY","N","N","N","V3X","Surrey","Fraser"
"488",36,3625240,"Cindrich StrongStart Centre","V3V8A2","Early learning school","StrongStart center","SURREY","N","N","N","V3V","Surrey","Fraser"
"489",36,3625414,"Senator Reid StrongStart Centre","V3V5C4","Early learning school","StrongStart center","SURREY","N","N","N","V3V","Surrey","Fraser"
"490",36,3625438,"Strawberry Hill StrongStart Centre","V3W8N2","Early learning school","StrongStart center","SURREY","N","N","N","V3W","Surrey","Fraser"
"491",36,3636000,"Continuing Ed SD36 (Invergarry)","V3W3J9","Public School","Continuing education school","SURREY","Y","Y","Y","V3W","Surrey","Fraser"
"492",36,3636001,"Hjorth Road Elementary","V3R5X4","Public School","Standard school","SURREY","N","N","N","V3R","Surrey","Fraser"
"493",36,3636002,"Port Kells Elementary","V4N5T2","Public School","Standard school","SURREY","N","N","N","V4N","Surrey","Fraser"
"494",36,3636004,"Cloverdale Traditional","V3S1E2","Public School","Standard school","SURREY","N","N","N","V3S","Surrey","Fraser"
"495",36,3636009,"White Rock Elementary","V4B5A6","Public School","Standard school","WHITE ROCK","N","N","N","V4B","Surrey","Fraser"
"496",36,3636012,"Colebrook Elementary","V3X1W6","Public School","Standard school","SURREY","N","N","N","V3X","Surrey","Fraser"
"497",36,3636018,"East Kensington Elementary","V3S9V2","Public School","Standard school","SURREY","N","N","N","V3S","Surrey","Fraser"
"498",36,3636021,"Sullivan Elementary","V3S3K6","Public School","Standard school","SURREY","N","N","N","V3S","Surrey","Fraser"
"499",36,3636022,"Queen Elizabeth Secondary","V3V5W4","Public School","Standard school","SURREY","Y","Y","Y","V3V","Surrey","Fraser"
"500",36,3636028,"North Surrey Secondary","V4N2R8","Public School","Standard school","SURREY","Y","Y","Y","V4N","Surrey","Fraser"
"501",36,3636029,"Harold Bishop Elementary","V4N2J3","Public School","Standard school","SURREY","N","N","N","V4N","Surrey","Fraser"
"502",36,3636031,"Crescent Park Elementary","V4A3W3","Public School","Standard school","SURREY","N","N","N","V4A","Surrey","Fraser"
"503",36,3636033,"Bridgeview Elementary","V3R2X4","Public School","Standard school","SURREY","N","N","N","V3R","Surrey","Fraser"
"504",36,3636034,"J T Brown Elementary","V3X2K8","Public School","Standard school","SURREY","N","N","N","V3X","Surrey","Fraser"
"505",36,3636035,"Latimer Road Elementary","V3S2T5","Public School","Standard school","SURREY","N","N","N","V3S","Surrey","Fraser"
"506",36,3636036,"Ray Shepherd Elementary","V4A4E4","Public School","Standard school","SURREY","N","N","N","V4A","Surrey","Fraser"
"507",36,3636037,"Dr F D Sinclair Elementary","V3W4E5","Public School","Standard school","SURREY","N","N","N","V3W","Surrey","Fraser"
"508",36,3636038,"Sunnyside Elementary","V3S0E5","Public School","Standard school","SURREY","N","N","N","V3S","Surrey","Fraser"
"509",36,3636039,"Surrey Centre Elementary","V3S1K3","Public School","Standard school","SURREY","N","N","N","V3S","Surrey","Fraser"
"510",36,3636040,"K B Woodward Elementary","V3T2C3","Public School","Standard school","SURREY","N","N","N","V3T","Surrey","Fraser"
