District Number,School Code,School Name,Address,City,Province,Postal Code,Physical Address,Physical City,Physical Province,Physical Postal Code,Principal First Name,Principal Last Name,Type,School Category,Phone,Fax,Email,Kindergarten Half Enrollment,Kindergarten Full Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Group Classification Primary K-3,Group Classification Elementary 4-7 EU,Group Classification Junior Secondary 8-10 SU,Group Classification Senior Secondary 11-12
027,02725035,100 Mile StrongStart Centre,PO BOX 460,100 MILE HOUSE,BC,V0K2E0,,,,,,,StrongStart center,Early learning school,2503952258,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
027,02725095,Marie Sharpe StrongStart Centre,260 CAMERON ST,WILLIAMS LAKE,BC,V2G1S8,,,,,,,StrongStart center,Early learning school,2503924104,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
027,02725196,SD 27 StrongStart BC Outreach Program #1,,,,,,,,,,,StrongStart outreach,Early learning school,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
027,02725217,Mountview StrongStart Centre,1222 DOG CREEK RD,WILLIAMS LAKE,BC,V2G3G9,,,,,,,StrongStart center,Early learning school,2503927344,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
027,02725218,SD 27 StrongStart BC Outreach Program #2,,,,,,,,,,,StrongStart outreach,Early learning school,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
027,02725243,SD 27 StrongStart BC Outreach Program #3,,,,,,,,,,,StrongStart outreach,Early learning school,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
027,02727000,GROW Continuing Education Centre,350 Second Avenue North,Williams Lake,BC,V2G1Z9,,,,,Mark,Lewis,Continuing education school,Public School,2503983800,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
027,02727007,Forest Grove Elementary,PO BOX 99,FOREST GROVE,BC,V0K1M0,4497 EAGLE CREEK RD,FOREST GROVE,BC,V0K1M0,Ty,Lytton,Standard school,Public School,2503972962,2503972390,ty.lytton@sd27.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
027,02727008,Horsefly Elem-Jr Secondary,PO BOX 39,HORSEFLY,BC,V0L1L0,,,,,Calvin,Williams,Standard school,Public School,2506203438,2506203468,calvin.williams@sd27.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,,,,
027,02727011,Marie Sharpe Elementary,260 CAMERON ST,WILLIAMS LAKE,BC,V2G1S8,,,,,Kelly,Glen,Standard school,Public School,2503924104,2503926574,kelly.glen@sd27.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,,,,
027,02727012,100 Mile House Elementary,PO BOX 460,100 MILE HOUSE,BC,V0K2E0,,,,,Crystaldawn,Langton,Standard school,Public School,2503952258,2503953621,crystaldawn.langton@sd27.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
027,02727014,Likely Elem-Jr Secondary,PO BOX 57,LIKELY,BC,V0L1N0,,,,,Sari,Small,Standard school,Public School,2507902320,2507902315,sari.small@sd27.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
027,02727020,Big Lake Elementary,BOX 70,BIG LAKE,BC,V0L1G0,,,,,Sari,Small,Standard school,Public School,2502432255,2502432327,Sari.small@sd27.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
027,02727027,150 Mile Elementary,PO BOX 259,150 MILE HOUSE,BC,V0K2G0,,,,,Craig,Munroe,Standard school,Public School,2502963356,2502963291,craig.munroe@sd27.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,,,,
027,02727030,Lac La Hache Elementary,PO BOX 128,LAC LA HACHE,BC,V0K1T0,,,,,Mark,Lewis,Standard school,Public School,2503967230,2503964092,Mark.Lewis@sd27.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
027,02727041,Chilcotin Road Elementary,709 LYNE RD,WILLIAMS LAKE,BC,V2G3Z3,,,,,Doug,Brown,Standard school,Public School,2503925455,2503926606,doug.brown@sd27.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,,,,
027,02727045,Mountview Elementary,1222 DOG CREEK RD,WILLIAMS LAKE,BC,V2G3G9,,,,,Kevin,Mclennan,Standard school,Public School,2502674829,2503926726,kevin.mclennan@sd27.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,,,,
027,02727047,Columneetza Junior Secondary,1045 WESTERN AVE,WILLIAMS LAKE,BC,V2G2J8,,,,,Hattie,Darney,Standard school,Public School,2503924158,2503923952,hattie.darney@sd27.bc.ca,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,,,,
027,02727054,Anahim Lake Elem-Jr Secondary,PO BOX 3350,ANAHIM LAKE,BC,V0L1C0,,,,,Bonnie,Sauder,Standard school,Public School,2507423235,2507423459,Bonnie.Sauder@sd27.bc.ca,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,,,,
027,02727056,Peter Skene Ogden Secondary,PO BOX 910,100 MILE HOUSE,BC,V0K2E0,,,,,Caitlin,Currie,Standard school,Public School,2503952461,2503952649,caitlin.currie@sd27.bc.ca,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,
027,02727057,Cataline Elementary,1175 BLAIR ST,WILLIAMS LAKE,BC,V2G1X3,,,,,Dwayne,Benvin,Standard school,Public School,2503927154,2503922989,yvonne.davis@sd27.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,,,,
027,02727059,Naghtaneqed Elem-Jr Secondary,PO BOX 100,NEMAIAH VALLEY,BC,V0L1X0,,,,,Heather,Lamorie,Standard school,Public School,2503947060,2503947061,Heather.lamorie@sd27.bc.ca,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,,,,
027,02727061,Horse Lake Elementary,6548 RYALL RD,LONE BUTTE,BC,V0K1X3,,,,,Murray,Helmer,Standard school,Public School,2503954572,2503955198,Murray.Helmer@sd27.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
027,02727062,Mile 108 Elementary,PO BOX 27,108 MILE RANCH,BC,V0K2Z0,4958 EASZEE DR,108 MILE RANCH,BC,V0K2Z0,Maria,Telford,Standard school,Public School,2507915221,2507915741,maria.telford@sd27.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
027,02727065,Nesika Elementary,1180 MOON AVE,WILLIAMS LAKE,BC,V2G4A6,,,,,Holly,Zurak,Standard school,Public School,2503987192,2503988530,holly.zurak@sd27.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,,,,
027,02727066,Tatla Lake Elem-Jr Secondary,PO BOX 56,TATLA LAKE,BC,V0L1V0,,,,,Kimberley,Ikebuchi,Standard school,Public School,2504761117,2504761208,kimberley.ikebuchi@sd27.bc.ca,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,,,,
027,02727070,Dog Creek Elem-Secondary,GENERAL DELIVERY,DOG CREEK,BC,V0L1J0,,,,,Dancing Water,Sandy,Standard school,Public School,2504405654,2504405639,dancingwater.sandy@sd27.bc.ca,N,Y,N,N,N,N,Y,N,Y,N,Y,Y,N,N,,,,
027,02727071,Alexis Creek Elementary/Secondary,PO BOX 199,ALEXIS CREEK,BC,V0L1A0,,,,,Helen,Wight,Standard school,Public School,2503944346,2503944490,Helen.Wight@sd27.bc.ca,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,,,,
027,02727072,Lake City Secondary,640 CARSON DRIVE,WILLIAMS LAKE,BC,V2G1T3,,,,,Curt,Levens,Standard school,Public School,2503926284,2503923362,curt.levens@sd27.bc.ca,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,
027,02795040,Nenqayni Treatment Centre,2448 SANDBERG RD,WILLIAMS LAKE,BC,V2G4W5,,,,,Grant,Gustafson,Short term PRP school,Public School,2509892301,2509890307,Grant.gustafson@sd27.bc.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
027,02796177,Cariboo Adventist Academy,1405 SOUTH LAKESIDE DR,WILLIAMS LAKE,BC,V2G3A7,,,,,Adam,Pardy,Standard school,Independent School,2503924741,2503926583,principal@caawl.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,01,01,01,01
027,02796263,Maranatha Christian School,1278 LAKEVIEW CRES,WILLIAMS LAKE,BC,V2G1A3,,,,,Pamela,Skinner,Standard school,Independent School,2503927410,2503927409,pams@wlmcs.org,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,01,01,01,01
027,02796566,Sacred Heart Catholic School,455 PIGEON AVE,WILLIAMS LAKE,BC,V2G4R5,,,,,Amanda,Gilmore,Standard school,Independent School,2503987770,2503987725,principal@sacredheartwl.com,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,01,01,,
027,02799060,Graduation Routes Other Ways,320 SECOND AVE N,WILLIAMS LAKE,BC,V2G1Z9,,,,,Mark,Lewis,District online learning school,Public School,2503967230,,Mark.Lewis@sd27.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
027,02799094,Skyline Alternate School,320 SECOND AVE N,WILLIAMS LAKE,BC,V2G1Z9,,,,,Heather,Auger,Alternate programs school,Public School,2503985800,2503985206,Heather.Auger@sd27.bc.ca,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,,,,
027,02799181,PSO Outback Storefront,PO BOX 910,100 MILE HOUSE,BC,V0K2E0,,,,,Caitlin,Currie,Alternate programs school,Public School,2503954838,2503952649,caitlin.currie@sd27.bc.ca,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,
028,02825002,Dragon Lake StrongStart Centre,2671 QUESNEL-HYDRAULIC RD,QUESNEL,BC,V2J4H4,,,,,Corry,Climenhage,StrongStart center,Early learning school,2507472142,2507472498,corryclimenhage@sd28.bc.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
028,02825219,Ecole Baker StrongStart Centre,610 WADE AVE,QUESNEL,BC,V2J1E3,,,,,Tim,Lofstrom,StrongStart center,Early learning school,2509928383,,annemummery@sd28.bc.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
028,02825220,SD 28 StrongStart BC Outreach Program #1,2074 BLACKWATER RD,QUESNEL,BC,V2J7B3,,,,,Nancy,Danuser,StrongStart outreach,Early learning school,2509925134,2509923146,nancydanuser@sd28.bc.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
028,02825344,Bouchie Lake StrongStart,2074 BLACKWATER RD,QUESNEL,BC,V2J7B3,,,,,Ann,Fraser,StrongStart center,Early learning school,2502495913,2502495610,annfraser@sd28.bc.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
028,02828002,Wells Barkerville Elementary,PO BOX 190,WELLS,BC,V0K2R0,,,,,Nancy,Danuser,Standard school,Public School,2509943216,2509943260,nancydanuser@sd28.bc.ca,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
028,02828004,Quesnel Junior School,950 MOUNTAIN ASH RD,QUESNEL,BC,V2J3V7,,,,,Trish,Simpson,Standard school,Public School,2507472103,,trishsimpson@sd28.bc.ca,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,
028,02828008,Kersley Elementary School,2899 ARNOLDUS RD,QUESNEL,BC,V2J6L2,,,,,Janene,Sellers,Standard school,Public School,2507472624,2507473072,janenesellers@sd28.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
028,02828016,Ecole Red Bluff Lhtako Elementary,1533 MAPLE DR,QUESNEL,BC,V2J4A2,,,,,Mike,Tate,Standard school,Public School,2507472634,2507475191,miketate@sd28.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
028,02828020,Bouchie Lake Elementary School,2074 BLACKWATER RD,QUESNEL,BC,V2J7B3,,,,,Ann,Fraser,Standard school,Public School,2502495913,2502495610,corryclimenhage@sd28.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
028,02828021,Dragon Lake Elementary,2671 HYDRAULIC RD,QUESNEL,BC,V2J4H4,,,,,Corry,Climenhage,Standard school,Public School,2507472142,2507472498,corryclimenhage@sd28.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
028,02828024,Carson Elementary School,1255 GRAHAM AVE,QUESNEL,BC,V2J3E2,,,,,Ashleigh,Desbiens,Standard school,Public School,2509926821,2509927971,ashleighdesbiens@sd28.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
028,02828032,Lakeview Elementary,1525 BERYL ST,QUESNEL,BC,V2J4L8,,,,,Chuck,Loewen,Standard school,Public School,2507472009,2507473076,deanmorrow@sd28.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
028,02828034,Correlieu Secondary School,850 ANDERSON DR,QUESNEL,BC,V2J1G4,,,,,Marissa,Knauf,Standard school,Public School,2509927007,2509928476,marissaknauf@sd28.bc.ca,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,
028,02828036,Voyageur Elementary School,1337 LARK AVE,QUESNEL,BC,V2J4K5,,,,,Jan,Bauer,Standard school,Public School,2509922613,2509922623,janbauer@sd28.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
028,02828038,Parkland Elementary,5016 BJORNSON RD,QUESNEL,BC,V2J6X7,,,,,Sue,Saip,Standard school,Public School,2509925922,2509925542,suesaip@sd28.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
028,02828039,Riverview Elementary,346 HARTLEY ST,QUESNEL,BC,V2J1W4,,,,,Tim,Lofstrom,Standard school,Public School,2509925421,2509923518,timlofstrom@sd28.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
028,02828040,Barlow Creek Elementary,816 BARKERVILLE HWY,QUESNEL,BC,V2J6S6,,,,,Nancy,Danuser,Standard school,Public School,2509925134,2509923146,nancydanuser@sd28.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
028,02828041,Nazko Valley Elementary,9560 NAZKO RD,QUESNEL,BC,V2J3H9,,,,,Doreen,L'Hirondelle,Standard school,Public School,2502495246,2502499653,doreenlhirondelle@sd28.bc.ca,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
028,02896434,St Ann's School,150 SUTHERLAND AVE,QUESNEL,BC,V2J2J5,,,,,Tara,Milley,Standard school,Independent School,2509926237,,principal@stannseagles.com,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,01,01,,
028,02896621,North Cariboo Christian School,2876 RED BLUFF RD,QUESNEL,BC,V2J6C7,,,,,Pieter,Van Jaarsveld,Standard school,Independent School,2507474417,2507474410,office@nccschool.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,01,01,01,
028,02896902,Fraser River Christian School,8250 HWY 97 S,QUESNEL,BC,V2J6M4,,,,,Sterling,Reimer,Standard school,Independent School,2502559393,,frcs.principal@outlook.com,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,03,03,03,
028,02899005,Mcnaughton Centre,241 KINCHANT ST,QUESNEL,BC,V2J2R3,,,,,Carlie,Coben,Alternate programs school,Public School,2509915566,2509915565,carliecoben@sd28.bc.ca,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,,,,
028,02899174,Quesnel Online Learning,241 KINCHANT ST,QUESNEL,BC,V2J2R3,,,,,Carlie,Coben,District online learning school,Public School,2509915550,2509915587,carliecoben@sd28.bc.ca,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,,,,
033,03325003,Little Mountain StrongStart Centre,9900 CARLETON ST,CHILLIWACK,BC,V2P6E5,,,,,,,StrongStart center,Early learning school,6047930789,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
033,03325036,Watson StrongStart Centre,45305 WATSON RD,CHILLIWACK,BC,V2R2H5,,,,,Terry,Bateman,StrongStart center,Early learning school,6047031738,,terry_bateman@sd33.bc.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
033,03325097,Central Gateway StrongStart Centre,9435 YOUNG RD,CHILLIWACK,BC,V2P4S7,,,,,,,StrongStart center,Early learning school,6047928537,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
033,03325098,McCammon StrongStart Centre,9601 HAMILTON ST,CHILLIWACK,BC,V2P3X4,,,,,Noel,Sharman,StrongStart center,Early learning school,6047957000,,noel_sharman@sd33.bc.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
033,03325221,Bernard Strongstart Centre,45465 BERNARD AVE,CHILLIWACK,BC,V2P1H6,,,,,,,StrongStart center,Early learning school,6047957840,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
033,03325222,Unsworth StrongStart Centre,5685 UNSWORTH RD,CHILLIWACK,BC,V2R4P5,,,,,,,StrongStart center,Early learning school,6048584510,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
033,03325223,SD 33 StrongStart BC Outreach Program #1,,,,,,,,,,,StrongStart outreach,Early learning school,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
033,03333000,Continuing Ed SD 33,46361 YALE RD,CHILLIWACK,BC,V2P2P8,,,,,Sean,Wicker,Continuing education school,Public School,6047929277,,sean_wicker@sd33.bc.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,
033,03333003,Strathcona Elementary,46375 STRATHCONA RD,CHILLIWACK,BC,V2P3T1,,,,,Michael,Kotanko,Standard school,Public School,6047929301,6047925645,kim_kass@sd33.bc.ca,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,
033,03333004,Chilliwack Middle School,46354 YALE RD,CHILLIWACK,BC,V2P2R1,,,,,Erin,Mcastocker,Standard school,Public School,6047955781,6047954312,erin_mcastocker@sd33.bc.ca,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,,,,
033,03333005,Sardis Elementary,45775 MANUEL RD,CHILLIWACK,BC,V2R2E6,,,,,Joanna,Kasper,Standard school,Public School,6048587145,6048587104,joanna_kasper@sd33.bc.ca,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,
033,03333008,Chilliwack Central Elementary Community,9435 YOUNG RD,CHILLIWACK,BC,V2P4S7,,,,,Donna,Arnold,Standard school,Public School,6047928537,6047920104,donna_arnold@sd33.bc.ca,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,
033,03333009,Cultus Lake Swílhcha Community School,71 SUNNYSIDE BLVD,CULTUS LAKE,BC,V2R5B5,,,,,Lisa,Wallace,Standard school,Public School,6048586266,6048582793,lisa_wallace@sd33.bc.ca,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,
033,03333010,East Chilliwack Elementary,49190 CHILLIWACK CENTRAL RD,CHILLIWACK,BC,V2P6H3,,,,,Ken,Chater,Standard school,Public School,6047947533,6047943827,ken_chater@sd33.bc.ca,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,
033,03333011,Vedder Elementary,45850 PROMONTORY RD,CHILLIWACK,BC,V2R5Z5,,,,,Tracy,Wagner,Standard school,Public School,6048584759,6048588879,tracy_wagner@sd33.bc.ca,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,
033,03333012,Chilliwack Secondary,46363 YALE RD,CHILLIWACK,BC,V2P2P8,,,,,Danielle,Wicker,Standard school,Public School,6047957295,6047957236,danielle_wicker@sd33.bc.ca,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,,,,
033,03333013,Cheam Elementary,9895 BANFORD RD,CHILLIWACK,BC,V2P6H3,,,,,Iain,Gardner,Standard school,Public School,6047921416,6047923485,iain_gardner@sd33.bc.ca,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,
033,03333015,Yarrow Community School,4605 WILSON RD,CHILLIWACK,BC,V2R5C4,,,,,Charlotte,Debruyn,Standard school,Public School,6048234408,6048232243,charlotte_debruyn@sd33.bc.ca,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,
033,03333016,Little Mountain Elementary,9900 CARLETON ST,CHILLIWACK,BC,V2P6E1,,,,,Carolyn,Ingham,Standard school,Public School,6047920681,6047924583,carolyn_ingham@sd33.bc.ca,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,
033,03333017,Watson Elementary,45305 WATSON RD,CHILLIWACK,BC,V2R2H5,,,,,Terry,Bateman,Standard school,Public School,6048589477,6048588491,terry_bateman@sd33.bc.ca,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,
033,03333018,Sardis Secondary,45460 STEVENSON RD,CHILLIWACK,BC,V2R2Z6,,,,,Lynnet,Schramm,Standard school,Public School,6048589424,6048582195,lynnet_schramm@sd33.bc.ca,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,,,,
033,03333019,Bernard Elementary,45465 BERNARD AVE,CHILLIWACK,BC,V2P1H5,,,,,Brad,Johnston,Standard school,Public School,6047957840,6047955943,brad_johnston@sd33.bc.ca,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,
033,03333023,Rosedale Traditional Community,50850 YALE RD RR 1,ROSEDALE,BC,V0X1X2,,,,,Brian,Fehlauer,Standard school,Public School,6047947124,6047947872,brian_fehlauer@sd33.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,,,,
033,03333024,Robertson Elementary,46106 SOUTHLANDS CRES,CHILLIWACK,BC,V2P1B1,,,,,Janine,Mccurdy,Standard school,Public School,6047955312,6047953553,janine_mccurdy@sd33.bc.ca,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,
033,03333028,McCammon Elementary,9601 HAMILTON ST,CHILLIWACK,BC,V2P3X4,,,,,Noel,Sharman,Standard school,Public School,6047957000,6047926152,noel_sharman@sd33.bc.ca,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,
033,03333029,Unsworth Elementary,5685 UNSWORTH RD,CHILLIWACK,BC,V2R4P5,,,,,Shawn,Mcleod,Standard school,Public School,6048584510,6048589637,shawn_mcleod@sd33.bc.ca,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,
033,03333030,Leary Integrated Arts & Technology,9320 WALDEN ST,CHILLIWACK,BC,V2P7Y2,,,,,Brad,Driscoll,Standard school,Public School,6047921281,6047923168,leary@sd33.bc.ca,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,
033,03333033,A D Rundle Middle School,45660 HOCKING AVE,CHILLIWACK,BC,V2P1A1,,,,,Sarah,Gamboa,Standard school,Public School,6047924257,6047923457,sarah_gamboa@sd33.bc.ca,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,,,,
033,03333034,Vedder Middle School,45560 SOUTH SUMAS RD,CHILLIWACK,BC,V2R1S3,,,,,Gabe,D'Archangelo,Standard school,Public School,6047933188,,gabe_darchangelo@sd33.bc.ca,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,,,,
033,03333035,Tyson Elementary,45170 S SUMAS RD,CHILLIWACK,BC,V2R1W9,,,,,Brooke,Janzen,Standard school,Public School,6048582111,6048240517,brooke_janzen@sd33.bc.ca,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,
033,03333038,Mount Slesse Middle School,5871 TYSON RD,CHILLIWACK,BC,V2R2R3,,,,,Paula,Gosal,Standard school,Public School,6048247481,6048247328,msms@sd33.bc.ca,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,,,,
033,03333039,Evans Elementary,7600 EVANS RD,CHILLIWACK,BC,V2R1L2,,,,,Wade,Gemmell,Standard school,Public School,6048583057,6048581796,wade_gemmell@sd33.bc.ca,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,
033,03333040,Promontory Heights Community Elementary,46200 STONEVIEW DR,CHILLIWACK,BC,V2R5W8,,,,,Kim,Kass,Standard school,Public School,6048244885,6048244891,kim_kass@sd33.bc.ca,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,
033,03333042,Greendale Elementary,6621 SUMAS PRAIRIE RD,CHILLIWACK,BC,V2R4K1,,,,,Jim,Edgcombe,Standard school,Public School,6048236738,6048234582,greendale@sd33.bc.ca,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,
033,03333044,GW Graham Secondary,45955 THOMAS RD,CHILLIWACK,BC,V2R0B5,,,,,Chuck,Lawson,Standard school,Public School,6048470772,6048240711,gwg@sd33.bc.ca,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,,,,
033,03333045,Imagine High Integrated Arts/Technology,45669 YALE RD,CHILLIWACK,BC,V2P2N1,,,,,Brooke,Haller,Standard school,Public School,6047920941,,brooke_haller@sd33.bc.ca,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,,,,
033,03333046,Stitó:s Lá:lém Totí:lt,5337 TYSON ROAD,CHILLIWACK,BC,V2R3X7,,,,,Helen,Plummer,Standard school,Public School,6047031707,6047031708,helen_plummer@sd33.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,,,,
033,03396149,St Mary's,8909 MARY ST,CHILLIWACK,BC,V2P4J4,,,,,Jeanine,Sallos,Standard school,Independent School,6047927715,6047927031,jsallos@saintmarysschool.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,01,01,,
033,03396181,Unity Christian School,50950 HACK BROWN ROAD,CHILLIWACK,BC,V4Z1K9,,,,,Matt,Van Muyen,Standard school,Independent School,6047947797,,mvanmuyen@unitychristian.ca,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,01,01,01,01
033,03396192,John Calvin School,4268 STEWART RD,CHILLIWACK,BC,V2R5G2,,,,,Michael,Raap,Standard school,Independent School,6048236814,,office@jcss.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,01,01,01,
033,03396209,Timothy Christian School,50420 CASTLEMAN RD,CHILLIWACK,BC,V2P6H4,,,,,Jacob,Stam,Standard school,Independent School,6047947114,8887947114,dstam@timothychristian.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,01,01,01,01
033,03396251,Highroad Academy,46641 CHILLIWACK CENTRAL RD,CHILLIWACK,BC,V2P1K3,,,,,Stuart,Morris,Standard school,Independent School,6047924680,6047922465,smorris@highroadacademy.com,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,01,01,01,01
033,03396354,Mount Cheam Christian School,48988 YALE RD EAST,CHILLIWACK,BC,V4Z0B2,,,,,Jan,Neels,Standard school,Independent School,6047943072,6047943078,office@mccs.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,01,01,01,01
